id,created_at,text
1239388084124274688,2020-03-16 03:08:40,"b""@TauTeFox If that were the most economical, then sure, but I am not sure that's how it would be. Korea's drive-thro\xe2\x80\xa6 https://t.co/5YfxR3Ll4b"""
1239387774429478917,2020-03-16 03:07:26,"b'@TauTeFox To make all this more affordable and prevent us from being so lame in the future, pass a law that all pri\xe2\x80\xa6 https://t.co/HUYGnybIC3'"
1239387597119471616,2020-03-16 03:06:44,"b'@TauTeFox Figure out which tests are best, commission two of them that are the most orthogonal to help with the fal\xe2\x80\xa6 https://t.co/4yZliHvJtp'"
1239387435831721984,2020-03-16 03:06:06,"b'@TauTeFox Build ventilators. Build a bunch of temp hospitals like China did. Train college students in ""smart"" disc\xe2\x80\xa6 https://t.co/VDhuiqqvxi'"
1239386602377334785,2020-03-16 03:02:47,"b'@monologueview If we could test everyone every day, there would be no real problem any more. I understand the idea\xe2\x80\xa6 https://t.co/h5rfMNwS1e'"
1239384428461166592,2020-03-16 02:54:09,"b""Note how whenever this is brought up, people just stop at the first problem and make no attempt to solve it. That's\xe2\x80\xa6 https://t.co/4qQmv15noj"""
1239384250899525632,2020-03-16 02:53:26,"b""Here's an example of this thinking, that I consider to be extremely broken and holding us back from the next stage\xe2\x80\xa6 https://t.co/BB6kcoCbpb"""
1239379229898231809,2020-03-16 02:33:29,b'@masonrothman @heathercampbell Thanks!'
1239378902591520770,2020-03-16 02:32:11,"b'@heathercampbell I do not actually know the source of these specific numbers, but they generally match the figures\xe2\x80\xa6 https://t.co/K9dCFLrIN9'"
1239376372541214720,2020-03-16 02:22:08,"b'RT @paultoo: Fastest way to defeat the virus and reopen the economy is to test everyone every day. Doesn\xe2\x80\x99t need to be perfect, just good en\xe2\x80\xa6'"
1239370769051746304,2020-03-16 01:59:52,"b""@georgebsocial It might go slightly better because we've had more examples to see what happens. But yeah then again, maybe not."""
1239370645269409792,2020-03-16 01:59:22,"b""@BanDrooks He's also talking about trade. The idea that having a trade war with China is xenophobic, that not havin\xe2\x80\xa6 https://t.co/0SdN5pMD3G"""
1239370318315024384,2020-03-16 01:58:04,"b""@cmfilmblog Ehh I think it's the other way around. If we had a better meritocracy, wealth would flow more freely."""
1239370187792498688,2020-03-16 01:57:33,"b""@JamesWidman @BanDrooks Dude it's Twitter, and besides, I suspect that the main reason you don't know what he means\xe2\x80\xa6 https://t.co/A7AYcPsh8M"""
1239370001934516225,2020-03-16 01:56:49,"b""@BanDrooks Because it's topical. A lot of people on a certain side of the political spectrum have been saying stuff\xe2\x80\xa6 https://t.co/4y5AehIZSS"""
1239369682475311105,2020-03-16 01:55:33,"b'@JamesWidman @BanDrooks By the kind of people who say everything these days is racist and xenophobic, including tot\xe2\x80\xa6 https://t.co/A2CKYSLjGs'"
1239368475342036992,2020-03-16 01:50:45,b'@pmo_fillingham @BanDrooks More competent elites.'
1239368281439404033,2020-03-16 01:49:59,b'Chart. https://t.co/6oPPuyVswl'
1239368138828812289,2020-03-16 01:49:25,"b""@BanDrooks He's not doing either of those things. Read again."""
